stepCount,EnvironmentSiteOutdoorAirDrybulbTemperature,EnvironmentSiteExteriorHorizontalSkyIlluminance,Block1:Zone1_DaylCtrlDaylightingReferencePoint1Illuminance,EMSwarmUpComplete,Block1:Zone1ZoneMeanRadiantTemperature,EMSepTimeStep,Block1:Zone1ZoneAirRelativeHumidity,EnvironmentSiteRainStatus,Block1:Zone1ZoneMeanAirTemperature,Block1:Zone1NumberOfOccupants,Block1:Zone1BlindFraction,Block1:Zone1AverageGains,Block1:Zone1WindowState0,Block1:Zone1LightState
831,3.00000,10955.74219,0.00000,1.00000,16.45961,15.00000,38.36915,0.00000,16.21076,0.00000,0.00000,0.00000,0.00000,1.00000
832,3.00000,7638.16357,0.00000,1.00000,16.33914,16.00000,38.75369,1.00000,16.04229,0.00000,0.00000,0.00000,0.00000,1.00000
833,3.00000,3544.43213,0.00000,1.00000,16.23050,17.00000,39.01249,0.00000,15.94898,0.00000,0.00000,0.00000,0.00000,1.00000
834,3.00000,483.70703,0.00000,1.00000,16.08433,18.00000,39.35647,0.00000,15.81750,0.00000,0.00000,0.00000,0.00000,1.00000
835,3.00000,0.00000,0.00000,1.00000,15.94150,19.00000,39.88207,1.00000,15.62151,0.00000,0.00000,0.00000,0.00000,1.00000
836,3.00000,0.00000,0.00000,1.00000,15.84544,20.00000,40.05311,0.00000,15.57484,0.00000,0.00000,0.00000,0.00000,1.00000
837,3.00000,0.00000,0.00000,1.00000,15.74501,21.00000,40.29630,0.00000,15.51808,0.00000,0.00000,0.00000,0.00000,1.00000
838,3.00000,0.00000,0.00000,1.00000,15.65977,22.00000,40.57033,0.00000,15.44022,0.00000,0.00000,0.00000,0.00000,1.00000
839,3.00000,0.00000,0.00000,1.00000,15.56990,23.00000,40.88596,0.00000,15.34917,0.00000,0.00000,0.00000,0.00000,1.00000
840,3.10000,0.00000,0.00000,1.00000,15.48338,24.00000,41.16945,0.00000,15.26726,0.00000,0.00000,0.00000,0.00000,1.00000
841,3.10000,0.00000,0.00000,1.00000,15.39862,1.00000,41.44044,0.00000,15.18681,0.00000,0.00000,0.00000,0.00000,1.00000
842,2.90000,0.00000,0.00000,1.00000,15.31310,2.00000,41.72204,0.00000,15.09768,0.00000,0.00000,0.00000,0.00000,1.00000
843,2.80000,0.00000,0.00000,1.00000,15.22270,3.00000,41.99505,0.00000,15.00387,0.00000,0.00000,0.00000,0.00000,1.00000
844,2.60000,0.00000,0.00000,1.00000,15.13241,4.00000,42.22672,0.00000,14.91085,0.00000,0.00000,0.00000,0.00000,1.00000
845,2.40000,0.00000,0.00000,1.00000,15.04008,5.00000,42.42068,0.00000,14.81419,0.00000,0.00000,0.00000,0.00000,1.00000
846,2.30000,0.00000,0.00000,1.00000,14.94940,6.00000,42.62297,0.00000,14.71699,0.00000,0.00000,0.00000,0.00000,1.00000
847,2.10000,0.00000,0.00000,1.00000,14.85943,7.00000,42.74641,0.00000,14.61791,1.00000,0.00000,100.68388,0.00000,1.00000
848,2.40000,0.00000,0.00000,1.00000,14.77744,8.00000,42.82505,0.00000,14.54805,1.00000,0.00000,100.98253,0.00000,1.00000
849,2.70000,1539.73267,0.00000,1.00000,14.72429,9.00000,42.89252,0.00000,14.51127,1.00000,0.00000,101.15504,0.00000,1.00000
850,3.00000,5174.26318,0.00000,1.00000,14.71533,10.00000,42.93649,0.00000,14.51496,1.00000,0.00000,101.15879,0.00000,1.00000
851,3.00000,9056.83008,0.00000,1.00000,14.74378,11.00000,42.88853,0.00000,14.54921,1.00000,0.00000,101.03328,0.00000,1.00000
852,3.00000,11918.13965,0.00000,1.00000,14.79199,12.00000,42.74349,0.00000,14.60272,0.00000,0.00000,0.00000,0.00000,0.00000
853,3.00000,13355.97754,0.00000,1.00000,14.83892,13.00000,42.49303,0.00000,14.65454,0.00000,0.00000,0.00000,0.00000,0.00000
854,3.20000,13000.00781,0.00000,1.00000,14.86520,14.00000,42.32441,0.00000,14.68407,0.00000,0.00000,0.00000,0.00000,0.00000
855,3.40000,11079.48242,0.00000,1.00000,14.85609,15.00000,42.27639,0.00000,14.67245,0.00000,0.00000,0.00000,0.00000,0.00000
856,3.60000,7759.16357,0.00000,1.00000,14.80081,16.00000,42.39357,0.00000,14.61532,0.00000,0.00000,0.00000,0.00000,0.00000
857,3.50000,3661.68115,0.00000,1.00000,14.70191,17.00000,42.68569,0.00000,14.50704,0.00000,0.00000,0.00000,0.00000,0.00000
858,3.50000,486.55545,0.00000,1.00000,14.58195,18.00000,43.05965,0.00000,14.38320,0.00000,0.00000,0.00000,0.00000,0.00000
859,3.40000,0.00000,0.00000,1.00000,14.47473,19.00000,43.34776,0.00000,14.28414,0.00000,0.00000,0.00000,0.00000,0.00000
860,3.20000,0.00000,0.00000,1.00000,14.37656,20.00000,43.69900,0.00000,14.19388,0.00000,0.00000,0.00000,0.00000,0.00000
861,2.90000,0.00000,0.00000,1.00000,14.28591,21.00000,44.00483,0.00000,14.09425,0.00000,0.00000,0.00000,0.00000,0.00000
862,2.70000,0.00000,0.00000,1.00000,14.19997,22.00000,44.25133,0.00000,13.99897,0.00000,0.00000,0.00000,0.00000,0.00000
863,2.60000,0.00000,0.00000,1.00000,14.11409,23.00000,44.46331,0.00000,13.91064,0.00000,0.00000,0.00000,0.00000,0.00000
864,2.50000,0.00000,0.00000,1.00000,14.03337,24.00000,44.63906,0.00000,13.83027,0.00000,0.00000,0.00000,0.00000,0.00000
865,2.40000,0.00000,0.00000,1.00000,13.95167,1.00000,44.82073,0.00000,13.74966,0.00000,0.00000,0.00000,0.00000,0.00000
866,2.30000,0.00000,0.00000,1.00000,13.87278,2.00000,44.94813,0.00000,13.67045,0.00000,0.00000,0.00000,0.00000,0.00000
867,2.10000,0.00000,0.00000,1.00000,13.79020,3.00000,45.11513,0.00000,13.58271,0.00000,0.00000,0.00000,0.00000,0.00000
868,2.00000,0.00000,0.00000,1.00000,13.70784,4.00000,45.19961,0.00000,13.49843,0.00000,0.00000,0.00000,0.00000,0.00000
869,2.00000,0.00000,0.00000,1.00000,13.63271,5.00000,45.25793,0.00000,13.42954,0.00000,0.00000,0.00000,0.00000,0.00000
870,2.00000,0.00000,0.00000,1.00000,13.56256,6.00000,28.41618,0.00000,20.77284,0.00000,0.00000,0.00000,0.00000,0.00000
871,2.00000,0.00000,0.00000,1.00000,14.89724,7.00000,27.91257,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
872,1.90000,0.00000,0.00000,1.00000,15.69155,8.00000,28.09959,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
873,1.70000,1323.81079,0.00000,1.00000,16.13741,9.00000,28.62164,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
874,1.60000,5294.03662,0.00000,1.00000,16.46101,10.00000,29.82212,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
875,2.70000,13868.52148,0.00000,1.00000,16.74881,11.00000,31.30226,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
876,3.90000,21575.64258,0.00000,1.00000,17.03853,12.00000,33.00982,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
877,5.00000,25006.46680,0.00000,1.00000,17.31304,13.00000,34.49555,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
878,5.20000,23838.41406,0.00000,1.00000,17.52731,14.00000,35.94500,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
879,5.50000,21218.20508,0.00000,1.00000,17.69656,15.00000,37.75682,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
880,5.70000,13483.17480,0.00000,1.00000,17.81402,16.00000,39.67678,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
881,5.50000,6642.61816,0.00000,1.00000,17.89299,17.00000,41.55223,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
882,5.40000,928.82428,0.00000,1.00000,17.94313,18.00000,42.46652,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
883,5.20000,0.00000,0.00000,1.00000,17.99508,19.00000,42.53004,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
884,5.00000,0.00000,0.00000,1.00000,17.87129,20.00000,48.28952,0.00000,18.70953,0.00000,0.00000,0.00000,0.00000,0.00000
885,4.70000,0.00000,0.00000,1.00000,17.40042,21.00000,51.86279,0.00000,17.36772,0.00000,0.00000,0.00000,0.00000,0.00000
886,4.50000,0.00000,0.00000,1.00000,17.03443,22.00000,52.95213,0.00000,16.85978,0.00000,0.00000,0.00000,0.00000,0.00000
887,4.50000,0.00000,0.00000,1.00000,16.77752,23.00000,53.30819,0.00000,16.60637,0.00000,0.00000,0.00000,0.00000,0.00000
888,4.40000,0.00000,0.00000,1.00000,16.58233,24.00000,53.28030,0.00000,16.36029,0.00000,0.00000,0.00000,0.00000,0.00000
889,4.40000,0.00000,0.00000,1.00000,16.41874,1.00000,52.84610,0.00000,16.17461,0.00000,0.00000,0.00000,0.00000,0.00000
890,4.20000,0.00000,0.00000,1.00000,16.26958,2.00000,52.24465,0.00000,16.03147,0.00000,0.00000,0.00000,0.00000,0.00000
891,4.00000,0.00000,0.00000,1.00000,16.13694,3.00000,51.67133,0.00000,15.89376,0.00000,0.00000,0.00000,0.00000,0.00000
892,3.80000,0.00000,0.00000,1.00000,16.01282,4.00000,51.09172,0.00000,15.76247,0.00000,0.00000,0.00000,0.00000,0.00000
893,3.40000,0.00000,0.00000,1.00000,15.90110,5.00000,50.51827,0.00000,15.65290,0.00000,0.00000,0.00000,0.00000,0.00000
894,3.10000,0.00000,0.00000,1.00000,15.80164,6.00000,35.93843,0.00000,20.92998,0.00000,0.00000,0.00000,0.00000,0.00000
895,3.10000,0.00000,0.00000,1.00000,16.60966,7.00000,35.37719,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
896,3.50000,0.00000,0.00000,1.00000,17.16650,8.00000,35.41258,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
897,4.00000,3979.60645,0.00000,1.00000,17.48868,9.00000,35.97105,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
898,4.40000,12282.02637,0.00000,1.00000,17.76764,10.00000,37.55014,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
899,6.00000,13440.70703,0.00000,1.00000,18.02226,11.00000,39.49919,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
900,7.70000,14405.83301,0.00000,1.00000,18.27057,12.00000,41.51714,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
901,9.30000,14839.87500,0.00000,1.00000,18.49356,13.00000,43.08887,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
902,10.10000,23496.82227,0.00000,1.00000,18.70112,14.00000,44.48412,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
903,10.90000,22711.48633,0.00000,1.00000,18.84826,15.00000,46.66811,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
904,11.70000,13827.51660,0.00000,1.00000,18.91194,16.00000,49.38821,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
905,10.10000,6870.74316,0.00000,1.00000,18.93450,17.00000,52.14790,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
906,8.50000,1042.16968,0.00000,1.00000,18.92444,18.00000,53.24549,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
907,6.90000,0.00000,0.00000,1.00000,18.91509,19.00000,52.65805,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
908,5.80000,0.00000,0.00000,1.00000,18.73184,20.00000,56.11095,0.00000,19.56411,0.00000,0.00000,0.00000,0.00000,0.00000
909,4.80000,0.00000,0.00000,1.00000,18.38206,21.00000,57.95966,0.00000,18.25438,0.00000,0.00000,0.00000,0.00000,0.00000
910,3.70000,0.00000,0.00000,1.00000,18.05420,22.00000,58.72308,0.00000,17.83187,0.00000,0.00000,0.00000,0.00000,0.00000
911,3.50000,0.00000,0.00000,1.00000,17.81670,23.00000,58.43454,0.00000,17.53766,0.00000,0.00000,0.00000,0.00000,0.00000
912,3.30000,0.00000,0.00000,1.00000,17.63764,24.00000,57.24436,0.00000,17.28948,0.00000,0.00000,0.00000,0.00000,0.00000
913,3.10000,0.00000,0.00000,1.00000,17.47432,1.00000,55.44762,0.00000,17.13072,0.00000,0.00000,0.00000,0.00000,0.00000
914,3.80000,0.00000,0.00000,1.00000,17.34319,2.00000,53.53562,0.00000,17.02796,0.00000,0.00000,0.00000,0.00000,0.00000
915,4.50000,0.00000,0.00000,1.00000,17.23349,3.00000,51.76205,0.00000,16.93404,0.00000,0.00000,0.00000,0.00000,0.00000
916,5.20000,0.00000,0.00000,1.00000,17.13738,4.00000,50.21857,0.00000,16.85581,0.00000,0.00000,0.00000,0.00000,0.00000
917,4.90000,0.00000,0.00000,1.00000,17.03742,5.00000,48.94516,0.00000,16.75589,0.00000,0.00000,0.00000,0.00000,0.00000
918,4.70000,0.00000,0.00000,1.00000,16.93851,6.00000,37.17783,0.00000,20.94500,0.00000,0.00000,0.00000,0.00000,0.00000
919,4.40000,0.00000,0.00000,1.00000,17.50739,7.00000,36.50077,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
920,5.30000,0.00000,0.00000,1.00000,17.97258,8.00000,36.42016,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
921,6.20000,3053.33325,0.00000,1.00000,18.22593,9.00000,37.03385,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
922,7.10000,9653.64258,0.00000,1.00000,18.43207,10.00000,39.04974,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
923,8.20000,17365.75000,0.00000,1.00000,18.63066,11.00000,41.60900,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
924,9.30000,22940.51367,0.00000,1.00000,18.82892,12.00000,43.69231,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
925,10.40000,25803.16797,0.00000,1.00000,19.00904,13.00000,43.82187,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
926,9.90000,25379.98047,0.00000,1.00000,19.12537,14.00000,43.45628,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
927,9.30000,20864.51562,0.00000,1.00000,19.20180,15.00000,44.04970,0.00000,21.04708,0.00000,0.00000,0.00000,0.00000,0.00000
928,8.80000,13843.94629,0.00000,1.00000,19.24865,16.00000,45.59242,0.00000,21.16939,0.00000,0.00000,0.00000,0.00000,0.00000
929,7.80000,9144.91504,0.00000,1.00000,19.30325,17.00000,47.98888,0.00000,21.22305,0.00000,0.00000,0.00000,0.00000,0.00000
930,6.70000,1882.17212,0.00000,1.00000,19.30519,18.00000,49.95318,0.00000,21.02289,0.00000,0.00000,0.00000,0.00000,0.00000
931,5.70000,0.00000,0.00000,1.00000,19.26871,19.00000,50.01292,0.00000,21.00020,0.00000,0.00000,0.00000,0.00000,0.00000
932,5.00000,0.00000,0.00000,1.00000,19.06385,20.00000,52.48036,0.00000,19.86790,0.00000,0.00000,0.00000,0.00000,0.00000
933,4.40000,0.00000,0.00000,1.00000,18.74914,21.00000,55.64683,0.00000,18.62555,0.00000,0.00000,0.00000,0.00000,0.00000
934,3.70000,0.00000,0.00000,1.00000,18.43635,22.00000,56.21677,0.00000,18.19662,0.00000,0.00000,0.00000,0.00000,0.00000
935,2.60000,0.00000,0.00000,1.00000,18.19457,23.00000,55.14967,0.00000,17.81241,0.00000,0.00000,0.00000,0.00000,0.00000
936,1.60000,0.00000,0.00000,1.00000,17.99100,24.00000,53.10844,0.00000,17.58202,0.00000,0.00000,0.00000,0.00000,0.00000
937,0.50000,0.00000,0.00000,1.00000,17.80109,1.00000,50.94829,0.00000,17.39755,0.00000,0.00000,0.00000,0.00000,0.00000
938,0.10000,0.00000,0.00000,1.00000,17.63217,2.00000,48.93662,0.00000,17.22381,0.00000,0.00000,0.00000,0.00000,0.00000
939,-0.40000,0.00000,0.00000,1.00000,17.46784,3.00000,47.02436,0.00000,17.04937,0.00000,0.00000,0.00000,0.00000,0.00000
940,-0.80000,0.00000,0.00000,1.00000,17.30953,4.00000,45.21536,0.00000,16.88535,0.00000,0.00000,0.00000,0.00000,0.00000
941,-1.00000,0.00000,0.00000,1.00000,17.15705,5.00000,43.50437,0.00000,16.74032,0.00000,0.00000,0.00000,0.00000,0.00000
942,-1.10000,0.00000,0.00000,1.00000,17.00883,6.00000,32.79596,0.00000,20.93399,0.00000,0.00000,0.00000,0.00000,0.00000
943,-1.30000,0.00000,0.00000,1.00000,17.54496,7.00000,31.88448,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
944,-1.20000,0.00000,0.00000,1.00000,17.97389,8.00000,31.64218,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
945,-1.00000,4976.35254,0.00000,1.00000,18.21662,9.00000,32.05385,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
946,0.80000,11383.90332,0.00000,1.00000,18.44138,10.00000,33.91307,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
947,2.90000,11131.54980,0.00000,1.00000,18.65513,11.00000,36.44767,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
948,5.10000,11142.10059,0.00000,1.00000,18.86408,12.00000,39.14890,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
949,7.20000,12023.09570,0.00000,1.00000,19.04724,13.00000,41.11797,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
950,8.00000,12573.12500,0.00000,1.00000,19.19349,14.00000,42.66159,0.00000,21.00000,0.00000,0.00000,0.00000,0.00000,0.00000
951,8.80000,13758.51270,0.00000,1.00000,19.32094,15.00000,43.92398,0.00000,21.23686,0.00000,0.00000,0.00000,0.00000,0.00000
952,9.60000,12815.89844,0.00000,1.00000,19.44484,16.00000,45.63213,0.00000,21.38573,0.00000,0.00000,0.00000,0.00000,0.00000
953,8.50000,8361.24512,0.00000,1.00000,19.51136,17.00000,47.72779,0.00000,21.43750,1.00000,0.00000,75.84962,0.00000,1.00000
954,7.30000,2300.93164,0.00000,1.00000,19.50826,18.00000,49.29076,0.00000,21.23703,0.00000,0.00000,0.00000,0.00000,0.00000
955,6.20000,0.00000,0.00000,1.00000,19.46048,19.00000,49.12106,0.00000,21.07024,0.00000,0.00000,0.00000,0.00000,0.00000
956,4.60000,0.00000,0.00000,1.00000,19.21257,20.00000,51.01357,0.00000,20.00007,0.00000,0.00000,0.00000,0.00000,0.00000
957,2.90000,0.00000,0.00000,1.00000,18.87857,21.00000,53.97396,0.00000,18.66455,0.00000,0.00000,0.00000,0.00000,0.00000
958,1.30000,0.00000,0.00000,1.00000,18.53648,22.00000,54.16993,0.00000,18.19127,0.00000,0.00000,0.00000,0.00000,0.00000
959,1.00000,0.00000,0.00000,1.00000,18.29137,23.00000,52.80223,0.00000,17.91389,0.00000,0.00000,0.00000,0.00000,0.00000
960,0.60000,0.00000,0.00000,1.00000,18.10121,24.00000,50.75512,0.00000,17.68593,0.00000,0.00000,0.00000,0.00000,0.00000
961,0.30000,0.00000,0.00000,1.00000,17.92769,1.00000,48.58202,0.00000,17.51565,0.00000,0.00000,0.00000,0.00000,0.00000
962,-0.30000,0.00000,0.00000,1.00000,17.76610,2.00000,46.52134,0.00000,17.34643,0.00000,0.00000,0.00000,0.00000,0.00000
963,-0.90000,0.00000,0.00000,1.00000,17.61050,3.00000,44.61979,0.00000,17.17620,0.00000,0.00000,0.00000,0.00000,0.00000
964,-1.50000,0.00000,0.00000,1.00000,17.45555,4.00000,42.82616,0.00000,17.00820,0.00000,0.00000,0.00000,0.00000,0.00000
965,-1.40000,0.00000,0.00000,1.00000,17.30863,5.00000,41.12839,0.00000,16.87854,1.00000,0.00000,91.25718,0.00000,1.00000
966,-1.40000,0.00000,0.00000,1.00000,17.16863,6.00000,31.28874,0.00000,20.93830,1.00000,0.00000,82.93774,0.00000,1.00000
967,-1.30000,0.00000,0.00000,1.00000,17.68440,7.00000,30.43460,0.00000,21.00000,1.00000,0.00000,81.97894,0.00000,1.00000
968,-0.40000,0.00000,0.00000,1.00000,18.11115,8.00000,30.25214,0.00000,21.00000,1.00000,0.00000,81.24570,0.00000,1.00000
969,0.40000,5228.00586,0.00000,1.00000,18.35759,9.00000,30.75434,0.00000,21.00000,1.00000,0.00000,80.75682,0.00000,1.00000
970,1.30000,11479.85840,0.00000,1.00000,18.57817,10.00000,32.65895,0.00000,21.00000,1.00000,0.00000,80.16499,0.00000,1.00000
971,3.60000,11372.87695,0.00000,1.00000,18.80225,11.00000,35.28766,0.00000,21.00000,1.00000,0.00000,79.48980,0.00000,1.00000
972,5.80000,12207.72852,0.00000,1.00000,19.02892,12.00000,38.36954,0.00000,21.00000,1.00000,0.00000,78.76138,0.00000,1.00000
973,8.10000,15944.67676,0.00000,1.00000,19.24559,13.00000,40.78854,0.00000,21.06713,1.00000,0.00000,77.95982,0.00000,1.00000
974,8.90000,23437.21875,0.00000,1.00000,19.44385,14.00000,42.35783,0.00000,21.29939,1.00000,0.00000,76.88300,0.00000,1.00000
975,9.60000,21374.24609,0.00000,1.00000,19.60918,15.00000,44.15363,0.00000,21.58617,1.00000,0.00000,75.70300,0.00000,1.00000
976,10.40000,16502.60938,0.00000,1.00000,19.74674,16.00000,46.63814,0.00000,21.72521,1.00000,0.00000,74.84714,0.00000,1.00000
977,8.90000,9645.17285,0.00000,1.00000,19.81136,17.00000,49.45616,0.00000,21.74562,1.00000,0.00000,74.37067,0.00000,1.00000
978,7.30000,2313.22510,0.00000,1.00000,19.79397,18.00000,51.23759,0.00000,21.51136,1.00000,0.00000,74.78159,0.00000,1.00000
979,5.80000,0.00000,0.00000,1.00000,19.72993,19.00000,51.06169,0.00000,21.31432,1.00000,0.00000,75.39942,0.00000,1.00000
980,4.50000,0.00000,0.00000,1.00000,19.47239,20.00000,53.04905,0.00000,20.24256,1.00000,0.00000,78.28217,0.00000,1.00000
981,3.30000,0.00000,0.00000,1.00000,19.13671,21.00000,56.10318,0.00000,18.91504,1.00000,0.00000,81.83868,0.00000,1.00000
982,2.00000,0.00000,0.00000,1.00000,18.79589,22.00000,56.38844,0.00000,18.48908,1.00000,0.00000,83.46256,0.00000,1.00000
983,1.50000,0.00000,0.00000,1.00000,18.55018,23.00000,54.52733,0.00000,18.13268,0.00000,0.00000,0.00000,0.00000,1.00000
984,1.00000,0.00000,0.00000,1.00000,18.34991,24.00000,51.92166,0.00000,17.92597,1.00000,0.00000,86.01838,0.00000,1.00000
985,0.50000,0.00000,0.00000,1.00000,18.17009,1.00000,49.52897,0.00000,17.75819,1.00000,0.00000,86.94788,0.00000,1.00000
986,0.30000,0.00000,0.00000,1.00000,18.01036,2.00000,47.37418,0.00000,17.59775,1.00000,0.00000,87.79883,0.00000,1.00000
987,0.00000,0.00000,0.00000,1.00000,17.85873,3.00000,45.50646,0.00000,17.44194,1.00000,0.00000,88.59589,0.00000,1.00000
988,-0.20000,0.00000,0.00000,1.00000,17.71403,4.00000,43.83832,0.00000,17.30259,1.00000,0.00000,89.32150,0.00000,1.00000
989,-0.10000,0.00000,0.00000,1.00000,17.57582,5.00000,42.36869,0.00000,17.17480,1.00000,0.00000,89.98903,0.00000,1.00000
990,0.10000,0.00000,0.00000,1.00000,17.44342,6.00000,41.10102,0.00000,17.05418,1.00000,0.00000,90.61047,0.00000,1.00000
991,0.20000,0.00000,0.00000,1.00000,17.31390,7.00000,40.06031,0.00000,16.93260,1.00000,0.00000,91.20858,0.00000,1.00000
992,0.80000,0.00000,0.00000,1.00000,17.19166,8.00000,39.21706,0.00000,16.83271,1.00000,0.00000,91.72556,0.00000,1.00000
993,1.30000,5392.74121,0.00000,1.00000,17.25586,9.00000,38.18546,0.00000,16.90574,1.00000,0.00000,91.52650,0.00000,1.00000
994,1.90000,11657.55859,0.00000,1.00000,17.42818,10.00000,37.06639,0.00000,17.11130,0.00000,0.00000,0.00000,0.00000,0.00000
995,3.80000,12031.08887,0.00000,1.00000,17.64101,11.00000,35.97003,0.00000,17.38245,0.00000,0.00000,0.00000,0.00000,0.00000
996,5.60000,23715.59180,0.00000,1.00000,18.05860,12.00000,34.97889,0.00000,17.78905,0.00000,0.00000,0.00000,0.00000,0.00000
997,7.50000,24062.99805,0.00000,1.00000,18.12545,13.00000,34.41927,0.00000,17.98120,0.00000,0.00000,0.00000,0.00000,0.00000
998,8.30000,21074.94727,0.00000,1.00000,18.13885,14.00000,34.14061,0.00000,18.01245,0.00000,0.00000,0.00000,0.00000,0.00000
999,9.10000,15291.81641,0.00000,1.00000,18.06102,15.00000,33.98704,0.00000,17.94052,0.00000,0.00000,0.00000,0.00000,0.00000
1000,9.90000,8709.96289,0.00000,1.00000,17.91723,16.00000,33.98707,0.00000,17.80118,0.00000,0.00000,0.00000,0.00000,0.00000
1001,8.80000,6722.90527,0.00000,1.00000,17.79060,17.00000,34.13690,0.00000,17.62526,0.00000,0.00000,0.00000,0.00000,0.00000
1002,7.60000,1494.66003,0.00000,1.00000,17.59778,18.00000,34.54644,0.00000,17.39237,0.00000,0.00000,0.00000,0.00000,0.00000
1003,6.50000,0.00000,0.00000,1.00000,17.41650,19.00000,34.96429,0.00000,17.18516,0.00000,0.00000,0.00000,0.00000,0.00000
1004,4.80000,0.00000,0.00000,1.00000,17.24294,20.00000,35.40643,0.00000,16.98641,0.00000,0.00000,0.00000,0.00000,0.00000
1005,3.20000,0.00000,0.00000,1.00000,17.07586,21.00000,35.78158,0.00000,16.79065,0.00000,0.00000,0.00000,0.00000,0.00000
1006,1.50000,0.00000,0.00000,1.00000,16.91354,22.00000,36.03128,0.00000,16.58276,0.00000,0.00000,0.00000,0.00000,0.00000
1007,1.50000,0.00000,0.00000,1.00000,16.77014,23.00000,36.11652,0.00000,16.43948,1.00000,0.00000,93.62753,0.00000,1.00000
1008,1.40000,0.00000,0.00000,1.00000,16.64237,24.00000,36.14421,0.00000,16.30614,0.00000,0.00000,0.00000,0.00000,0.00000
1009,1.40000,0.00000,0.00000,1.00000,16.52829,1.00000,36.17435,0.00000,16.18085,0.00000,0.00000,0.00000,0.00000,0.00000
1010,1.00000,0.00000,0.00000,1.00000,16.41660,2.00000,36.14558,0.00000,16.06834,0.00000,0.00000,0.00000,0.00000,0.00000
1011,0.50000,0.00000,0.00000,1.00000,16.30349,3.00000,36.02513,0.00000,15.95467,0.00000,0.00000,0.00000,0.00000,0.00000
1012,0.10000,0.00000,0.00000,1.00000,16.18587,4.00000,35.85859,0.00000,15.83287,0.00000,0.00000,0.00000,0.00000,0.00000
1013,0.40000,0.00000,0.00000,1.00000,16.07267,5.00000,35.67342,0.00000,15.72912,0.00000,0.00000,0.00000,0.00000,0.00000
1014,0.60000,0.00000,0.00000,1.00000,15.96280,6.00000,35.55715,0.00000,15.62913,1.00000,0.00000,96.95174,0.00000,1.00000
1015,0.80000,0.00000,0.00000,1.00000,15.85654,7.00000,35.53612,0.00000,15.52680,0.00000,0.00000,0.00000,0.00000,1.00000
1016,1.10000,0.00000,0.00000,1.00000,15.75403,8.00000,35.57783,0.00000,15.43061,0.00000,0.00000,0.00000,0.00000,1.00000
1017,1.30000,5129.87793,0.00000,1.00000,15.78010,9.00000,35.41252,0.00000,15.45636,0.00000,0.00000,0.00000,0.00000,1.00000
1018,1.60000,14192.01855,0.00000,1.00000,15.96868,10.00000,34.91580,0.00000,15.66549,0.00000,0.00000,0.00000,0.00000,1.00000
1019,3.80000,19821.17773,0.00000,1.00000,16.22854,11.00000,34.15271,0.00000,15.99784,1.00000,0.00000,95.74653,0.00000,1.00000
